EMS_NO,FAC_NAME,COUNTY_NAME,DOCUMENT_NO,TRANSGRESS_DATE,TRANSGRESS_LAW,PENALTY_MONEY,PENALTY_DATE,ISPETITION,PETITION_RESULTS,APPEAL_OR_RESCIND,TRANSGRESS_TYPE,FAC_ADDRESS,TRANSGRESS_NAME,OPENINFOR,LAWSUIT_DATE_1,ILLEGAL_MONEY,TRACK_ILLEGAL_MONEY,COUNTY_CODE,PETITION_AGENCY,FAC_UNIFORMNO,TRANSGRESS_ADDRESS,SUBJECT,GIST_DEFINE,IMPROVE_DEADLINE,INSPECTION_CONDITION,TRANSGRESS_CONTROL_ID,IS_IMPROVE,INSPECTION_DATETIME_S,PENALTYKIND,ISIMPORTANT,PAYMENTSTATE,ISREMINDER,ISADMINCOURT,IsReduceMoney
L9505595,廣獲企業有限公司,臺中市,41-109-020154,2020-01-14,廢棄物清理法第27條第2款,1200,2020-02-12,0,,,一般廢棄物,臺中市大雅區六寶里文化路一四五號,廣獲企業有限公司,現場查獲貴公司廠區出入口未採有效防制措施致沙土污染道路，核已違反廢棄物清理法第27條第2款規定。,,,,31,,23247482,臺中市大雅區文化路145號,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,L9505595,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
E2902071,盛穎精密股份有限公司路竹廠,高雄市,40-109-070052,2020-01-14,廢棄物清理法第31條第1項第2款,6000,2020-07-21,0,,,事業廢棄物,高雄市路竹區竹西里中山路八八巷一九號,盛穎精密股份有限公司路竹廠,行政院環境保護署環境督察總隊南區環境督察大隊109年1月14日派員稽查，發現貴廠105年、106年、107年未依規定上網申報原物料使用量及廢棄物產生、貯存、清理、再利用情形，違反廢棄物清理法第31條第1項第2款規定。,,,,33,,24621789,高雄市路竹區竹西里中山路88巷19號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第31條第1項第2款，爰依同法第52條暨違反廢棄物清理法罰鍰額度裁罰準則（附表二項次9）規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,E2902071,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
M4103558,日月行館開發事業股份有限公司,南投縣,30-109-030003,2020-01-14,水污染防治法第21條第1項,22200,2020-03-18,0,,,水污染,南投縣魚池鄉水社村中興路一三九號,日月行館開發事業股份有限公司,查本府108年12月12日府授環水字第1080281566號函命貴公司應於109年1月13日17時前完成設置貴公司以級廢(污)水專責人員，惟貴公司遲至109年1月14日為止，仍未提出乙級廢(污)水專責人員設置申請，已再次違反水污染防治法第21條第1項。,,,,15,,28542744,南投縣魚池鄉水社村中興路一三九號,罰鍰新臺幣22200元整。限改日期：109年03月04日。處環境講習2小時整。,違反水污染防治法第21條第1項之規定，並依水污染防治法第48條第3項裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-03-04,,M4103558,未如期改善，另開立裁處書30-109-040001,,按次連續處罰罰鍰,否,分期繳款中,否,否,
T42A8243,地天泰國際實業有限公司,屏東縣,41-109-030131,2020-01-14,廢棄物清理法第27條第2款,3600,2020-03-21,0,,,一般廢棄物,屏東縣屏東市橋南里工業二路三號一樓,地天泰國際實業有限公司,貴公司從事食品製造業，經本局109年1月14日及109年1月21日派員稽查，發現貴場所產生廢水及廢渣排放於公共水溝致污染水溝，核有違反廢棄物清理法第27條第2款規定，茲依同法第50條第3款規定，裁處如主旨。,,,,20,,,屏東縣屏東市橋南里工業二路3號,罰鍰新臺幣3600元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,T42A8243,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
H51A3114,立華營造股份有限公司,桃園市,22-109-020042,2020-01-14,噪音管制法第9條第1項第4款,18000,2020-02-21,0,,,噪音污染,桃園市平鎮區環南路二段一一號二三樓之一,立華營造股份有限公司,貴公司於本市大溪區晶碩光學大溪廠承造新建工程，案經本府環境保護局於108年12月10日15時30分派員前往稽查，現場進行打樁作業，於周界量測均能音量為77.5分貝，未符合噪音管制標準第6條規定之日間營建工程第三類噪音管制標準(72分貝)規定，依違反噪音管制法第9條第1項第4款規定告發，爰依同法第24條第2項第3款規定限期於108年12月12日17時前完成改善；本府環境保護局於109年1月14日11時55分派員前往複查，至周界相同地點量測均能音量為72.2分貝，仍未符合該區第三類日間營建工程噪音管制標準(72分貝)。,,,,10,,49685649,桃園市大溪區永昌路19號附近工地,罰鍰新臺幣18000元整。處環境講習2小時整。,違反噪音管制法第9條第1項第4款之規定，並依噪音管制法第24條第1項第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,H51A3114,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
A42097021612,正馨工程行,臺北市,44-109-020007,2020-01-14,廢棄物清理法第31條第1項第2款,6000,2020-02-14,0,,,廢棄物清除處理機構,臺北市內湖區江南街一○七巷二號,正馨工程行,"未依中央主管機關之規定，以網路傳輸方式，向直轄市、縣(市)主管機關申報一般事業廢棄物相關事項 [貴公司108年度12月份營運紀錄，未依中央主管機關規定，以網路申報收受指定公告事業以外對象(非列管事業機構)之廢棄物營運紀錄(每月10日前上網申報前一月份)] (污染程度Ａ=1，污染特性Ｂ=1，危害程度Ｃ=1)",,,,01,,25562436,臺北市內湖區江南街107巷2號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第31條第1項第2款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A42B8260,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
S19097000257,堂源營造工程有限公司,臺北市,40-109-020002,2020-01-14,廢棄物清理法第27條第2款,1200,2020-02-04,0,,,事業廢棄物,高雄市林園區五福里五福路二五○號,大陸工程股份有限公司-108建字第0075號新建(含拆)工程,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近水溝 (工程名稱:信義A7案商業大樓新建工程,建號:108建字第0075號;施工污染涵管[含沉沙池]約250公尺) (污染程度Ａ=1，污染特性Ｂ=1，危害程度Ｃ=1)",,,,01,,16616740,臺北市信義區松壽路與松智路口工地周邊溝渠,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A45B4906,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
D9002508,永鑫光電股份有限公司,臺南市,20-109-040002,2020-01-14,空氣污染防制專責單位或人員設置及管理辦法第9條，空氣污染防制專責單位或人員設置及管理辦法第20條，空氣污染防制法第34條第4項,200000,2020-04-06,0,,,固定空污,臺南市善化區南關里木柵港東路二一號一樓B棟及二樓B棟,永鑫光電股份有限公司,貴公司固定污染源「晶片製造程序」業屬行政院環境保護署公告應設置空氣污染防制專責單位或專責人員及健康風險評估專責人員之公私場所，依附表所定需設置甲級空氣污染防制專責人員。查貴公司原空污專責人員張君因故預計於108年10月14日離職，爰本局以108年9月30日環空字第1080103633號函同意旨揭公司自108年10月14日起註銷張君甲級空氣污染防制專責人員設置，由代理人謝君代理並不得超過109年1月13日，惟貴公司以108年12月31日永鑫管字第1080001號函（郵寄掛號日：109年1月14日，機關收文日：109年1月15日）申請設置甲級空氣污染防制專責人員，已逾期未完成同一類別及級別以上之合格專責人員核定設置。,,,,32,,54565573,臺南市善化區南關里木柵港東路二一號一樓B棟及二樓B棟,罰鍰新臺幣200000元整。處環境講習2小時整。,違反空氣污染防制法第34條第1項及第4項暨空氣污染防制專責單位或人員設置及管理辦法第9條、第20條規定，爰依同法第69條第1項第1款規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,D9002508,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
O17M8391,良達營造股份有限公司-理銘開發股份有限公司集合住宅新建工程(108)府都建字第00156號,新竹市,40-109-030002,2020-01-14,廢棄物清理法第27條第2款,2400,2020-03-10,0,,,事業廢棄物,新竹市東區東光段二三八之二地號,良達營造股份有限公司-理銘開發股份有限公司集合住宅新建工程(108)府都建字第00156號,污染道路。,,,,04,,86415582,新竹市東進路,罰鍰新臺幣2400元整。限改日期：109年01月17日。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,2020-01-17,,O17M8391,已改善完成,,罰鍰(非連續處罰)，限期改善,,無分期已繳清,否,否,
E49B1924,真觀地產開發股份有限公司-楠都段三小段1050地號住宅新建工程,高雄市,30-109-030012,2020-01-14,水污染防治措施及檢測申報管理辦法第10條，水污染防治法第18條,18000,2020-03-10,0,,,水污染,高雄市楠梓區楠都段三小段一○五○地號,真觀地產開發股份有限公司-楠都段三小段1050地號住宅新建工程,本局派員於109年1月14日至貴公司「楠梓區楠都段三小段1050地號住宅新建工程（開發地號：高雄市楠梓區楠都段三小段1050地號等1筆）營建工地稽查時，發現該工程營建工地逕流廢水污染削減計畫未經本局核准前，即逕行施工；前述情事，業已違反水污染防治法第18條授權訂定之「水污染防治措施及檢測申報管理辦法」第10條第1項：「營建工地應於施工前，檢具逕流廢水削減計畫，報本局核准，並據以實施」規定。,,,,33,,53908349,高雄市楠梓區楠都段三小段一○五○地號,罰鍰新臺幣18000元整。處環境講習2小時整。,違反水污染防治法第18條及水污染防治措施及檢測申報管理辦法第10條之規定，並依水污染防治法第46條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,E49B1924,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
H4606204,馬可波羅二期公寓大廈,桃園市,41-109-030214,2020-01-14,廢棄物清理法第12條第1項,1200,2020-03-12,0,,,一般廢棄物,桃園市蘆竹區鎮江街三八號,馬可波羅二期公寓大廈,本中隊於109年01月14日13時59分派員前往蘆竹區鎮江街38號前稽查，查獲貴社區投入一般垃圾包中摻雜非屬該類垃圾(內容物：廢紙容器、廢塑膠容器等應回收物品)，已違反廢棄物清理法第12條規定，本局依法告發處以新台幣1仟2佰元罰鍰。,,,,89,,83318361,桃園市蘆竹區鎮江街38號前,罰鍰新臺幣1200元整。,違反廢棄物清理法第12條第1項之規定，並依廢棄物清理法第50條第2款裁處。,,,H4606204,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
S1901066,信昌化學工業股份有限公司林園廠,高雄市,20-109-020005,2020-01-14,空氣污染防制法第32條第1項第1款,450000,2020-02-05,0,,,固定空污,高雄市林園區工業三路九號,信昌化學工業股份有限公司林園廠,案經本局於109年1月14日15時30分派員至本市林園區工業三路9號稽查時，於廠區周界外（判定位置：廠區大門口前）發現廠內有明顯粒狀污染物（灰黑煙）逸散情事，嗣進入廠內查察，發現係廠內酚類化學製造程序（M05）因已停工，於進行製程包裝機（丙二酚）設備內殘餘料清理作業，作業過程中大量丙二酚固體掉落，因摩擦產生靜電而發生火災情事，產生明顯粒狀污染物散布於空氣中，造成污染。,,,,33,,91979097,高雄市林園區工業三路9號,罰鍰新臺幣450000元整。處環境講習2小時整。,違反空氣污染防制法第32條第1項第1款之規定，並依空氣污染防制法第67條第1項裁處。依環境教育法第23條第2款之規定裁處環境講習,,,S1901066,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
Q78A0460,長興生物科技股份有限公司,嘉義縣,40-109-020004,2020-01-14,事業廢棄物貯存清除處理方法及設施標準第6條第1項第4款，事業廢棄物貯存清除處理方法及設施標準第10條第1項第1款，廢棄物清理法第31條第1項第1款，廢棄物清理法第36條第1項,24000,2020-02-26,0,,,事業廢棄物,嘉義縣中埔鄉隆興村湖仔厝二一之二號,長興生物科技股份有限公司,本案為民眾陳情案件，貴公司從事有機肥料製造，其產業類別為化學材料製造業，係屬行政院環境保護署公告應檢具事業廢棄物清理計畫書之事業，經查貴公司未向本局取得上述計畫書審查核准；另廠區產出之廢太空袋、廢塑膠袋等廢塑膠混合物，未有防止地面水、雨水流入、滲透之設備或措施且未於明顯處以中文標示廢棄物名稱，前經本局108年12月10日嘉環廢字第1080036586號函裁處罰鍰並限期於109年1月10日前改善完成在案，惟本局於109月1月14日前往複查仍未改善。,,,,17,,80702812,嘉義縣中埔鄉隆興村湖仔厝二一之二號,罰鍰新臺幣24000元整。處環境講習2小時整。,違反廢棄物清理法第31條第1項第1款及廢棄物清理法第36條第1項及事業廢棄物貯存清除處理方法及設施標準第6條第1項第4款、第10條第1項第1款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,Q78A0460,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
A44A6762,宏國開發工程股份有限公司,臺北市,41-109-023200,2020-01-14,廢棄物清理法第27條第3款,3600,2020-02-17,0,,,一般廢棄物,臺北市北投區洲美里洲美街二四九號,宏國開發工程股份有限公司,"於路旁、屋外或屋頂曝晒、堆置有礙衛生整潔之物(廢塑膠袋)(污染程度A=1,污染特性B=3,危害程度C=1)",,,,01,,80697178,臺北市北投區洲美街249號外,罰鍰新臺幣3600元整。,違反廢棄物清理法第27條第3款之規定，並依廢棄物清理法第50條第3款裁處。,,,A44A6762,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
R0500240,宏遠興業股份有限公司,臺南市,20-109-030001,2020-01-14,空氣污染防制法第24條第2項，空氣污染防制法第24條第4項,100000,2020-03-02,0,,,固定空污,臺南市山上區明和里二五六號,宏遠興業股份有限公司,貴公司山上廠從事成品布、加工紗、追撚紗製造作業，領有本府核發之固定污染源操作許可證「印染整理程序（M01）」(南市府環操證字第D0392-05號)，經行政院環境保護署109年1月14日派員督查，現場發現印染整理程序（M01）之製程有2套錫林烘乾機操作中，惟其未登載於許可證內容中；空氣污染防制設備廢氣淨化循環系統（A01）操作電壓現場數值為8.5kV，不符許可（10~25kV）且未在10%容許差值內，有稽查單（含照片）可稽。,,,,32,,22817999,臺南市山上區明和里二五六號,罰鍰新臺幣100000元整，限改條件:檢具改善完成報告書（含改善之證明文件）至本局報請查驗。限改日期：109年10月18日。處環境講習2小時整。,違反空氣污染防制法第24條第2項、第4項暨固定污染源設置操作及燃料使用許可證管理辦法第23條規定，依同法第62條第1項第5款暨公私場所違反空氣污染防制法應處罰鍰額度裁罰準則第3條第1項附表規定裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-10-18,,R0500240,待改善,,罰鍰(非連續處罰)，限期改善,否,無分期已繳清,否,否,
H4642746,御薇閣公寓大廈,桃園市,41-109-020244,2020-01-14,廢棄物清理法第12條第1項,1200,2020-02-26,0,,,一般廢棄物,桃園市蘆竹區福祿一街八一號,御薇閣公寓大廈,本中隊於109年01月14日14時45分派員前往蘆竹區福祿一街81-115號稽查，查獲貴社區投入一般垃圾包中摻雜非屬該類垃圾(內容物：廢紙容器、廢塑膠容器及廢紙類等應回收物品)，已違反廢棄物清理法第12條規定，本局依法告發處以新台幣1仟2佰元罰鍰。,,,,89,,31420864,桃園市蘆竹區福祿一街81-115號,罰鍰新臺幣1200元整。,違反廢棄物清理法第12條第1項之規定，並依廢棄物清理法第50條第2款裁處。,,,H4642746,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
F0210813,達正食品有限公司,桃園市,41-109-030008,2020-01-14,廢棄物清理法第27條第2款,2400,2020-03-16,0,,,一般廢棄物,新北市三重區中正北路三四三號,達正食品有限公司,貴公司後方及下游水溝皆有褐色污水殘留致污染水溝情形，經查係貴公司員工清洗地板時將冰糖溶解之污水流至廠外水溝。,,,,10,,80215405,桃園市觀音區新富路1051號,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,F0210813,不須改善,,按日連續處罰罰鍰,,無分期已繳清,否,否,
T48A0318,大成長城企業股份有限公司麟洛畜牧場,屏東縣,30-109-050001,2020-01-14,水污染防治法第18條,10000,2020-05-04,0,,,水污染,"屏東縣麟洛鄉農場段九三一地號,農場段九三二地號,農場段九四四地號,農場段九五三地號",大成長城企業股份有限公司麟洛畜牧場,查貴公司麟洛畜牧場從事豬隻畜殖業，經本府環境保護局於109年1月14日派員稽查，發現貴牧場周界外未有供採樣人員進出至放流口之道路，並設置一平方公尺以上之採樣平台，核有違反水污染防治法第18條規定，茲依同法第46條規定，裁處如主旨。,,,,20,,,屏東縣麟洛鄉腳踏車步道佛堂那邊大成畜牧,罰鍰新臺幣10000元整。限改日期：109年05月25日。處環境講習1小時整。,違反水污染防治法第18條之規定，並依水污染防治法第46條裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-05-25,,T48A0318,待改善,,限期改善，罰鍰(非連續處罰),否,無分期已繳清,否,否,
R1003080,崎鈺企業股份有限公司,臺南市,40-109-040003,2020-01-14,廢棄物清理法第31條第1項第1款,6000,2020-04-07,0,,,事業廢棄物,臺南市仁德區保安里開發六路一一號,崎鈺企業股份有限公司,貴公司從事螺絲加工處理作業，屬行政院環境保護署公告應檢具事業廢棄物清理計畫書送審之事業，109年1月14日經行政院環境保護署環境督察總隊南區環境督察大隊派員前往貴公司督察，發現貴公司並未提報送審，並經審查核准，即逕行營運。,,,,32,,22774112,高雄市鳳山區文南街47號,罰鍰新臺幣6000元整，限期提送事業廢棄物清理計畫書至本局審查。限改日期：109年05月16日。處環境講習1小時整。,依違反廢棄物清理法第31條第1項第1款規定，爰依同法第52條暨違反廢棄物清理法罰鍰額度裁罰準則第2條第2款附表2項次9之規定裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-05-16,,R1003080,待改善,,罰鍰(非連續處罰)，限期改善,,無分期已繳清,否,否,
P6204045,暢展實業有限公司,雲林縣,20-109-030004,2020-01-14,空氣污染防制法第20條第1項,200000,2020-03-18,0,,,固定空污,雲林縣元長鄉下寮村東興路一九六巷六七號,暢展實業有限公司,"經本縣環境保護局稽查人員於109年01月14日進行飼料製造程序(M01)排放管道(P002)稽查檢測，檢測結果異味污染物實測值為13,000，標準值為2,000，已違反空氣污染防制法第20條第1項規定，爰依同法第62條規定，處新台幣20萬元以上2,000萬元以下罰鍰。",,,,16,,12710961,雲林縣元長鄉下寮村東興路196巷67號,罰鍰新臺幣200000元整。限改日期：109年04月30日。處環境講習2小時整。,違反空氣污染防制法第20條第1項之規定，並依空氣污染防制法第62條第1項第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-04-30,,P6204045,已改善完成,,限期改善，罰鍰(非連續處罰),否,無分期已繳清,是,否,
P5004961,昇哲工程開發有限公司,苗栗縣,21-109-030033,2020-01-14,空氣污染防制法第46條第2項,60000,2020-03-10,0,,,移動污染,雲林縣土庫鎮越港里林森路九四號,昇哲工程開發有限公司,貴公司所屬柴油車車號：378-UW，109年1月14日行經本縣卓蘭鎮140縣道21公里處，經民眾檢舉有污染之虞，嗣經通知限期檢驗，惟未於指定期限內至指定地點接受檢驗,,,,12,,89715134,苗栗縣卓蘭鎮140縣道21公里處,罰鍰新臺幣60000元整，並限期於109年4月8日前完成檢驗，屆期仍未完成檢驗者，按次處罰處環境講習8小時整。,違反空氣污染防制法第46條第2項之規定，並依空氣污染防制法第79條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,P5004961,不須改善,,罰鍰(非連續處罰),否,分期繳款中,否,否,
T4704133,新友畜牧場,屏東縣,30-109-030013,2020-01-13,水污染防治法第7條第1項,71400,2020-03-11,0,,,水污染,屏東縣長治鄉德榮村煙墩巷一○二號,新友畜牧場,"從事養豬業，所排放廢水經採樣檢 驗結果未符合放流水標準，已違反水污染防治法第7條規定。",,,,20,,,屏東縣長治鄉德榮村煙墩巷102號,罰鍰新臺幣71400元整。限改日期：109年04月25日。處環境講習2小時整。,違反水污染防治法第7條第1項之規定，並依水污染防治法第40條第2項裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-04-25,,T4704133,已改善完成,,罰鍰(非連續處罰)，罰鍰(非連續處罰),否,無分期已繳清,否,否,
K6801721,永倡興企業股份有限公司,苗栗縣,30-109-060005,2020-01-13,水污染防治法第18條,15000,2020-06-05,0,,,水污染,苗栗縣苗栗市南勢里南勢八號,永倡興企業股份有限公司,貴廠廢水貯留及回收水錶均故障，未妥善維護以維持其正常功能，已違反水污染防治法第18條暨水污染防治措施及檢測申報管理辦法第65條規定,,,,12,,84986565,苗栗縣苗栗市南勢里南勢八號,罰鍰新臺幣15000元整。限改日期：109年07月10日。處環境講習1小時整。,違反水污染防治法第18條之規定，並依水污染防治法第46條裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-07-10,,K6801721,待改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
P60A0908,雲牛畜牧場,雲林縣,41-109-030037,2020-01-13,廢棄物清理法第27條第2款,1200,2020-03-31,0,,,一般廢棄物,"雲林縣褒忠鄉新湖段四八六之一地號,新湖段四八七地號,新湖段四九七地號,新湖段四九八地號",雲牛畜牧場,P10837291.本局於109年1月9日17時35分會同陳情人至現場查察，稽查當時於陳述位置(座標:X:178250，Y:2623075)，未發現有廢水排放之情事。2.經查該場周邊溝渠發現疑似牛屎廢污水，遂本局將電話聯繫該場業者到局說明，以釐清案情。P10917011.本案為39980008後續辦理，到局說明。2.該畜牧場負責人陳君表示，該廠圍牆上坑洞細微原先預計申請簡易排放許可文件所用，後續申請貯留許可文件，並將廠內廢(污)水用於職務澆灌及沖洗圈舍。3.陳君表示，該廢污水係因於廠內進行地瓜青貯(將地瓜水份壓出並加入酵素使地瓜發酵後養殖牛隻)，並於108年12月28日進貨至牧場，惟壓出後之水份過多加上當時下雨之雨水，使得該水沿地形流至該坑洞並流出場外，該情事已違反廢棄物清理法第27條第1項第2款污染水溝之情事，本局依法告發。4.本局當面告知陳君以違反上述之規定，如有疑義可於文到期限內提出陳述意見，預期視同放棄，並於109年1月16日前將坑洞以水泥封閉且清除流至場外之地瓜青貯污水。,,,,16,,,"雲林縣褒忠鄉 新湖段486之1、487、497、498地號",罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,P60A0908,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
E5306286,明哲環保工程有限公司,高雄市,44-109-020010,2020-01-13,廢棄物清理法第42條,6000,2020-02-21,0,,,廢棄物清除處理機構,高雄市苓雅區光華一路三○號一樓,明哲環保工程有限公司,案係民眾陳情，本局109年1月13日派員至本市三民區大豐段二小段334地號稽查，發現貴公司堆置貯存營建混合物，查貴公司領有本局核發之廢棄物清除許可證（高市環局廢管字第10537634800號），惟未申請設置貯存場，將上開廢棄物堆置該處，顯未依經審查核准之許可文件內容辦理，已違反廢棄物清理法第42條暨公民營廢棄物清除處理機構許可管理辦法第18條第1項規定。,,,,33,,70426438,高雄市三民區大豐段二小段334地號,罰鍰新臺幣6000元整，旨案限期於文到次日起14日內完成改善。處環境講習1小時整。,違反廢棄物清理法第42條規定，爰依同法第55條第1款暨違反廢棄物清理法罰鍰額度裁法準則(附表三項次3)規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,E5306286,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
B0101782,隆豪環保有限公司,臺中市,41-109-020156,2020-01-13,廢棄物清理法第27條第2款,1200,2020-02-13,0,,,一般廢棄物,臺中市大肚區瑞井里遊園路一段六九巷二八號一樓,隆豪環保有限公司,本局於109年1月13日9時27分派員前往臺中市大肚區華南路稽查，現場查獲貴公司負責人駕駛之砂石車翻覆，致汽油及車上載運之砂石污染道路，核已違反廢棄物清理法第27條第2款規定。,,,,31,,42674246,"臺中市大肚區華南路（參考座標：24.150490, 120.554390）",罰鍰新臺幣1200元整。限改日期：109年01月13日。,違反廢棄物清理法第27條第2款規定，並依廢棄物清理法第50條第3款規定暨「違反廢棄物清理法罰鍰額度裁罰準則」裁處。,2020-01-13,,B0101782,已改善完成,,罰鍰(非連續處罰)，限期改善,,無分期已繳清,否,否,
H52A6995,匯達環保科技有限公司,桃園市,40-109-010024,2020-01-13,廢棄物清理法第31條第1項第1款,18000,2020-01-20,0,,,事業廢棄物,桃園市新屋區九斗里五鄰四二號,匯達環保科技有限公司,發現廠外(室外)仍堆置大量廢木材，經查該事業之事業廢棄物清理計畫書(以下簡稱廢清書)，該事業收受之廢木材應採室內貯存，貯存方式與廢清書核准內容不符，核已違反廢清法第31條第1項第1款暨事業廢棄物清理計畫書審查管理辦法第13條規定。經本局108年12月10日桃環事字第1080106955號函限期貴事業於109年1月3日前完成改善，惟貴事業未於期限內完成改善，本局爰依廢棄物清理法第52條規定按次處罰。,,,,10,,50872183,桃園市新屋區九斗里五鄰四二號,罰鍰新臺幣18000元整。處環境講習2小時整。,違反廢棄物清理法第31條第1項第1款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,H52A6995,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
P5801344,得順畜牧場,雲林縣,30-109-030021,2020-01-13,水污染防治法第7條第1項,21600,2020-03-18,0,,,水污染,雲林縣麥寮鄉施厝寮段一六五三、一六五四、一六五五、一六五六、一六五七號,得順畜牧場,"台端所屬之畜牧場於109年1月13日經本縣環境保護局前往稽查，於放流口採取水樣一組送驗，檢測結果未符合放流水標準(懸浮固體: 檢驗值1220mg/L，標準值: 150mg/L，化學需氧量: 檢驗值1680 mg/L，標準值: 600mg/L)，違反水污染防治法第7條第1項規定。",,,,16,,,雲林縣麥寮鄉施厝寮段一六五三、一六五四、一六五五、一六五六、一六五七號,罰鍰新臺幣21600元整。限改日期：109年03月30日。處環境講習2小時整。,違反水污染防治法第7條第1項之規定，並依水污染防治法第40條第2項裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-03-30,,P5801344,已改善完成,,限期改善，罰鍰(非連續處罰),否,尚未繳款,否,否,
H52A6995,匯達環保科技有限公司,桃園市,40-109-010025,2020-01-13,廢棄物清理法第31條第1項第2款,18000,2020-01-20,0,,,事業廢棄物,桃園市新屋區九斗里五鄰四二號,匯達環保科技有限公司,查行政院環境保護署事業廢棄物申報及管理資訊系統(勾稽區間：108年3月至12月)，發現該事業仍未上網申報收受廢棄物之營運紀錄及108年4月至12月之廢棄物產出及貯存情形，核已違反廢棄物清理法第31條第1項第2款規定。查行政院環境保護署事業廢棄物申報及管理資訊系統(勾稽區間：108年3月至12月)，發現該事業仍未上網申報收受廢棄物之營運紀錄及108年4月至12月之廢棄物產出及貯存情形，核已違反廢棄物清理法第31條第1項第2款規定。,,,,10,,50872183,桃園市新屋區九斗里五鄰四二號,罰鍰新臺幣18000元整。處環境講習2小時整。,違反廢棄物清理法第31條第1項第2款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,H52A6995,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
P5601755,明通牧場,雲林縣,40-109-020002,2020-01-13,廢棄物清理法第31條第1項第1款,6000,2020-02-12,0,,,事業廢棄物,"雲林縣二崙鄉永定厝段八九五之一地號,永定厝段八九六地號",明通牧場,1.本案為牧場聯合稽查後續辦理。2.本局於上述時間通知該場代表至本局說明，據現場管理人員(楊忠發)表示，場外車上桶裝物為米糠，場內桶裝物為豆渣，經查該牧場未取得事業廢棄暨再利用登記檢核資格，從事廢棄物(豆渣)收受之行為，該情事已違反廢棄物清理法第31條第1項第1款之規定，依法告發。3.已當面告知該牧場管理人員已違反上述法條，若有疑義可於文到七日內提出陳述意見，逾期視同放棄。,,,,16,,,"雲林縣二崙鄉永定厝段895-1,896地號",罰鍰新臺幣6000元整。限改日期：109年03月10日。處環境講習1小時整。,違反廢棄物清理法第31條第1項第1款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-03-10,,P5601755,已改善完成,,限期改善，罰鍰(非連續處罰),,無分期已繳清,否,否,
